,age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,net_capital
4985,29,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,Other,Male,37,US,0,0
4987,47,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,0,0
4988,43,Self-employed,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,1,0
4991,29,Private,Some High School,5,Married,Blue Collar,Spouse,White,Male,40,US,0,0
4992,23,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
4993,23,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,40,US,0,0
4994,39,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,60,US,0,0
4996,31,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
4997,47,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
4998,26,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Male,60,US,0,0
4999,58,Government,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,55,US,0,0
5000,47,Self-employed,Advanced Degree,15,Previously Married,White Collar,Not family,White,Male,50,US,1,27828
5001,55,Private,Bachelor's Degree,13,Never Married,White Collar,Other Relative,White,Female,38,US,0,-1590
5002,26,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,0,5013
5004,36,Private,High School Graduate,9,Married,Blue Collar,Spouse,Other,Male,40,US,0,0
5005,40,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,50,US,0,0
5006,19,Private,Some High School,7,Never Married,Service,Not family,White,Male,40,US,0,0
5007,63,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,10605
5008,42,Private,Bachelor's Degree,13,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5011,38,Self-employed,No formal education,3,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
5012,33,Government,Advanced Degree,14,Never Married,White Collar,Not family,Other,Male,30,Other,0,0
5013,48,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,1,0
5014,56,Private,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,White,Male,40,US,1,0
5016,44,Government,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,25,US,0,0
5018,33,Government,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,50,US,0,0
5019,22,Private,No formal education,3,Never Married,Blue Collar,Not family,White,Male,40,Other,0,0
5021,44,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5022,42,Private,High School Graduate,9,Married,Blue Collar,Spouse,Other,Male,60,US,0,0
5023,34,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,40,US,0,0
5024,45,Government,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,-1672
5025,57,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,Other,0,0
5026,59,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,0
5027,33,Government,Collage/Associate Degree,10,Married,White Collar,Spouse,Other,Female,40,US,1,0
5028,52,Private,High School Graduate,9,Married,Blue Collar,Spouse,Other,Male,49,Other,0,0
5031,63,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,30,US,1,0
5032,20,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,24,US,0,0
5033,42,Self-employed,Advanced Degree,15,Married,White Collar,Spouse,White,Male,50,US,1,-1977
5034,50,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
5035,55,Private,High School Graduate,9,Married,Service,Spouse,White,Female,30,US,0,0
5037,28,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,45,US,0,0
5039,44,Government,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5041,23,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5042,25,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
5043,44,Government,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,40,US,0,0
5044,55,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,1,-1977
5045,48,Self-employed,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,35,US,1,0
5046,46,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5047,26,Private,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
5048,30,Private,No formal education,4,Previously Married,Blue Collar,Not family,White,Male,45,Other,0,0
5049,32,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,1,0
5050,52,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,48,US,0,0
5051,52,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,50,US,1,7298
5052,39,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,47,US,0,0
5053,57,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,40,US,1,-1902
5057,26,Government,Collage/Associate Degree,10,Married,Service,Spouse,White,Male,40,US,0,0
5059,42,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,30,US,0,0
5060,40,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,43,US,0,0
5062,62,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,45,US,1,0
5063,44,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5065,33,Self-employed,No formal education,2,Married,Blue Collar,Not family,White,Male,40,Other,0,0
5066,45,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,50,US,0,0
5068,32,Government,Collage/Associate Degree,10,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
5069,33,Private,Advanced Degree,16,Never Married,White Collar,Not family,White,Female,60,US,1,0
5071,68,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,20,US,0,0
5072,61,Private,No formal education,4,Married,White Collar,Spouse,White,Male,50,US,1,0
5073,48,Private,Advanced Degree,16,Married,White Collar,Spouse,White,Male,40,US,1,0
5074,45,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,0,0
5075,36,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,1,7688
5077,35,Private,Bachelor's Degree,13,Previously Married,Service,Not family,White,Female,40,US,0,0
5078,39,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5080,30,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,Other,Female,16,US,0,0
5081,37,Private,High School Graduate,9,Never Married,Blue Collar,Other Relative,Other,Male,40,Unknown,0,0
5083,25,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,Other,Female,40,Other,0,0
5084,41,Private,High School Graduate,9,Never Married,White Collar,Not family,Other,Female,60,US,0,0
5085,52,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,98,US,1,0
5086,33,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5088,25,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,7298
5089,53,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,55,US,0,0
5091,35,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
5095,24,Government,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Female,45,US,0,0
5096,65,Government,High School Graduate,9,Previously Married,Service,Not family,Other,Female,25,US,0,0
5098,39,Self-employed,Advanced Degree,15,Married,White Collar,Spouse,White,Male,65,US,1,99999
5100,37,Private,No formal education,4,Married,Blue Collar,Spouse,White,Male,60,US,0,2580
5101,47,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Male,47,US,1,0
5102,62,Private,Collage/Associate Degree,10,Married,Service,Spouse,White,Male,40,US,0,0
5103,54,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,60,US,0,0
5104,90,Private,Collage/Associate Degree,10,Never Married,Service,Not family,Other,Male,35,US,0,0
5106,57,Private,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,45,US,0,-1672
5108,44,Self-employed,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,50,US,1,0
5109,52,Private,Bachelor's Degree,13,Married,Service,Not family,White,Male,50,US,0,0
5111,31,Private,High School Graduate,9,Never Married,Service,Not family,Other,Male,18,US,0,0
5112,39,Private,Advanced Degree,14,Married,Blue Collar,Spouse,White,Male,40,Other,0,0
5114,29,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Male,55,US,0,0
5115,49,Private,No formal education,4,Never Married,White Collar,Other Relative,Other,Male,45,US,0,0
5116,34,Private,Some High School,5,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5117,22,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,0,0
5118,32,Private,Bachelor's Degree,13,Married,White Collar,Spouse,Other,Male,40,Other,0,0
5119,39,Government,High School Graduate,9,Previously Married,Service,Not family,Other,Female,40,US,0,0
5120,46,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,60,US,0,0
5121,50,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,3103
5122,34,Private,High School Graduate,9,Never Married,Service,Not family,White,Male,40,US,0,0
5123,28,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Female,55,US,0,-1902
5125,20,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Male,30,US,0,0
5129,60,Self-employed,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,0,0
5130,40,Private,Some High School,6,Previously Married,Blue Collar,Not family,White,Male,50,US,0,0
5131,47,Government,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Female,30,US,0,0
5132,23,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Female,35,Other,0,0
5133,57,Government,High School Graduate,9,Previously Married,Blue Collar,Not family,White,Female,40,US,0,0
5134,52,Private,Some High School,7,Married,Service,Spouse,White,Male,40,US,0,0
5135,42,Private,No formal education,4,Previously Married,Blue Collar,Not family,White,Male,40,US,0,0
5137,49,Self-employed,High School Graduate,9,Married,White Collar,Spouse,White,Female,40,US,1,-2377
5140,38,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,55,US,1,0
5142,26,Private,Bachelor's Degree,13,Never Married,Service,Not family,Other,Female,35,US,0,0
5143,57,Private,Some High School,6,Previously Married,White Collar,Other Relative,White,Female,70,Other,0,0
5144,28,Private,High School Graduate,9,Married,White Collar,Spouse,White,Male,60,US,0,-1628
5145,42,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,40,US,0,0
5146,28,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Male,55,US,0,2174
5148,39,Self-employed,Some High School,5,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5151,51,Self-employed,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,50,US,0,0
5152,27,Private,Collage/Associate Degree,10,Never Married,White Collar,Not family,White,Female,39,US,0,0
5153,41,Private,High School Graduate,9,Previously Married,White Collar,Not family,White,Female,43,US,0,0
5154,28,Private,Bachelor's Degree,13,Married,Blue Collar,Spouse,White,Male,40,US,0,0
5155,54,Self-employed,Collage/Associate Degree,10,Previously Married,Blue Collar,Not family,White,Female,30,US,1,10520
5156,73,Unknown,High School Graduate,9,Previously Married,Unknown,Not family,White,Female,8,US,0,0
5157,49,Private,High School Graduate,9,Married,White Collar,Spouse,White,Female,30,US,0,0
5158,47,Private,Advanced Degree,14,Married,White Collar,Spouse,White,Male,40,US,1,0
5159,27,Private,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,49,US,0,0
5160,42,Government,Bachelor's Degree,13,Married,White Collar,Spouse,White,Female,45,US,1,0
5161,32,Private,High School Graduate,9,Married,White Collar,Spouse,Other,Female,40,US,0,0
5162,32,Government,High School Graduate,9,Married,Service,Spouse,White,Male,41,US,0,0
5164,29,Private,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,0
5166,41,Government,High School Graduate,9,Married,White Collar,Spouse,White,Male,40,US,1,5178
5167,49,Government,Collage/Associate Degree,10,Married,Blue Collar,Spouse,White,Male,40,US,1,7298
5168,58,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,50,US,0,0
5169,41,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,1,7688
5170,26,Private,Some High School,5,Married,Blue Collar,Spouse,White,Male,35,US,0,0
5171,21,Private,High School Graduate,9,Never Married,White Collar,Not family,White,Male,55,US,0,0
5172,32,Unknown,High School Graduate,9,Married,Unknown,Spouse,White,Female,2,US,1,0
5173,37,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,50,US,1,0
5175,42,Self-employed,Collage/Associate Degree,10,Married,White Collar,Spouse,White,Male,40,US,1,0
5177,67,Private,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,40,US,0,0
5178,41,Government,High School Graduate,9,Previously Married,Blue Collar,Not family,Other,Female,38,US,0,0
5179,49,Government,Advanced Degree,14,Married,White Collar,Spouse,White,Female,50,US,1,0
5180,36,Private,Bachelor's Degree,13,Previously Married,White Collar,Not family,White,Female,45,Unknown,0,1506
5183,43,Government,Advanced Degree,15,Previously Married,White Collar,Not family,White,Male,50,US,0,0
5184,38,Private,Advanced Degree,16,Married,White Collar,Spouse,White,Female,36,US,1,99999
5186,65,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,15,US,0,0
5188,33,Private,Some High School,7,Never Married,Blue Collar,Not family,Other,Male,60,US,0,0
5189,51,Private,High School Graduate,9,Married,White Collar,Spouse,Other,Female,38,US,0,3411
5190,27,Self-employed,High School Graduate,9,Married,Blue Collar,Spouse,White,Male,40,US,0,-1740
5192,32,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,45,US,1,15024
5193,61,Unknown,High School Graduate,9,Previously Married,Unknown,Not family,White,Female,36,US,0,0
5195,43,Government,Collage/Associate Degree,10,Previously Married,White Collar,Not family,White,Female,40,US,0,0
5196,40,Government,Advanced Degree,16,Married,White Collar,Spouse,Other,Male,40,Other,1,0
5197,63,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,35,US,0,-1740
5198,76,Unknown,Collage/Associate Degree,10,Married,Unknown,Spouse,White,Male,20,US,1,0
5200,43,Government,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,1,0
5201,76,Self-employed,Advanced Degree,14,Married,White Collar,Spouse,White,Male,30,Unknown,1,0
5202,41,Government,Advanced Degree,15,Married,White Collar,Spouse,White,Male,45,US,1,-2415
5204,30,Self-employed,High School Graduate,9,Never Married,Blue Collar,Not family,White,Male,40,US,0,0
5205,30,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,50,Other,0,0
5206,22,Private,Collage/Associate Degree,10,Never Married,Service,Not family,White,Male,25,US,0,0
5207,53,Unknown,Bachelor's Degree,13,Previously Married,Unknown,Other Relative,Other,Female,20,US,0,0
5208,28,Private,High School Graduate,9,Never Married,Service,Not family,Other,Female,52,US,0,0
5210,24,Private,Collage/Associate Degree,10,Never Married,White Collar,Other Relative,Other,Female,40,US,0,0
5213,26,Private,Collage/Associate Degree,10,Never Married,White Collar,Other Relative,White,Female,20,US,0,0
5214,63,Unknown,Bachelor's Degree,13,Previously Married,Unknown,Not family,Other,Female,56,US,0,0
5216,28,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,45,US,0,0
5217,36,Private,High School Graduate,9,Never Married,Blue Collar,Not family,White,Female,40,US,0,0
5218,24,Private,Bachelor's Degree,13,Never Married,White Collar,Not family,White,Male,40,US,0,0
5219,51,Self-employed,Bachelor's Degree,13,Married,White Collar,Spouse,Other,Female,35,Other,0,0
5220,44,Private,Bachelor's Degree,13,Married,White Collar,Spouse,White,Male,50,US,1,0
